id,symbol,company,isin,sector,industry,series,listing_date,market_cap,revenue_growth,pat_growth,roce,ai_score
8025,IDFCEOS6DD,Bandhan Mutual Fund,INF194KA18U3,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7163,IDFCEOS2RD,Bandhan Mutual Fund,INF194KA1FU5,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8022,IDFCEOS6RG,Bandhan Mutual Fund,INF194KA14U2,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7164,IDFCEOS2DD,Bandhan Mutual Fund,INF194KA1FS9,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7735,IDFSENSEXE,Bandhan Mutual Fund,INF194KA1T91,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8724,ARSIFHRG,Bandhan Mutual Fund,INF194K30010,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8023,IDFCEOS6RD,Bandhan Mutual Fund,INF194KA15U9,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8725,ARSIFHRMD,Bandhan Mutual Fund,INF194K30051,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7181,IDFCEOS3RD,Bandhan Mutual Fund,INF194KA1IS3,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7106,IDFCEOS1RD,Bandhan Mutual Fund,INF194K012N1,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7107,IDFCEOS1DD,Bandhan Mutual Fund,INF194K01I45,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8755,ARSIFHDAD,Bandhan Mutual Fund,INF194K30259,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8726,ARSIFHDG,Bandhan Mutual Fund,INF194K30184,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8727,ARSIFHRHD,Bandhan Mutual Fund,INF194K30242,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
309,BANG,Bang Overseas Limited,INE863I01016,Unknown,Unknown,EQ,2008-02-20,Unknown,0.0,0.0,0.0,0.0
311,BANKBARODA,Bank of Baroda,INE028A01039,Unknown,Unknown,EQ,1997-02-19,Unknown,0.0,0.0,0.0,0.0
312,BANKINDIA,Bank of India,INE084A01016,Unknown,Unknown,EQ,1997-04-30,Unknown,0.0,0.0,0.0,0.0
6553,BNKMADM,Bank of Madura Ltd,INE456A01016,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
1360,MAHABANK,Bank of Maharashtra,INE457A01014,Unknown,Unknown,EQ,2004-04-12,Unknown,0.0,0.0,0.0,0.0
3015,BOP,Bank Of Punjab Ltd.,INE458A01012,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
2994,BOR,Bank Of Rajasthan Ltd.,INE320A01014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
310,BANKA,Banka BioLoo Limited,INE862Y01015,Unknown,Unknown,EQ,2020-10-29,Unknown,0.0,0.0,0.0,0.0
316,BASML,Bannari Amman Spinning Mills Limited,INE186H01022,Unknown,Unknown,BE,2005-11-14,Unknown,0.0,0.0,0.0,0.0
9301,BASML-RE1,Bannari Amman Spinning Mills Ltd,INE186H20022,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8991,BASML-RE,Bannari Amman Spinning Mills Ltd,INE186H20014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
306,BANARISUG,Bannari Amman Sugars Limited,INE459A01010,Unknown,Unknown,EQ,2003-05-28,Unknown,0.0,0.0,0.0,0.0
7256,BRPL,Bansal Roofing Products Limited,INE319Q01012,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
313,BANSALWIRE,Bansal Wire Industries Limited,INE0B9K01025,Unknown,Unknown,EQ,2024-07-10,Unknown,0.0,0.0,0.0,0.0
314,BANSWRAS,Banswara Syntex Limited,INE629D01020,Unknown,Unknown,EQ,2007-04-11,Unknown,0.0,0.0,0.0,0.0
420,BVCL,Barak Valley Cements Limited,INE139I01011,Unknown,Unknown,EQ,2007-11-23,Unknown,0.0,0.0,0.0,0.0
8477,BBNPNBETF,BARODA BNP PARIBAS MUTUAL FUND,INF251K01TL6,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4101,BAROEXT,Baroda Extrusion Ltd.,INE927K01023,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3095,BARODARY,Baroda Rayon Corpn. Ltd.,INE461A01024,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
6714,BARONINF,Baron Infotech Ltd.,INE228B01017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4821,BASANTGL,Basant Agro-Tech (India) Ltd.,INE473E01021,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
315,BASF,BASF India Limited,INE373A01013,Unknown,Unknown,EQ,1995-05-17,Unknown,0.0,0.0,0.0,0.0
3774,BASILINF,Basil Infrastructure Projects Limited,INE465D01011,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
317,BATAINDIA,Bata India Limited,INE176A01028,Unknown,Unknown,EQ,2003-06-18,Unknown,0.0,0.0,0.0,0.0
6737,BATHINAT,Bathina Technologies (India) Ltd.,INE453C01019,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
318,BATLIBOI,Batliboi Limited,INE177C01022,Unknown,Unknown,EQ,2026-04-20,Unknown,0.0,0.0,0.0,0.0
319,BAYERCROP,Bayer Cropscience Limited,INE462A01022,Unknown,Unknown,EQ,2010-01-08,Unknown,0.0,0.0,0.0,0.0
7688,BAZELINTER,Bazel International Limited,INE217E01014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
9640,BCCPP,BCC Fuba India Ltd.,IN9788D01014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4292,BCCFUBA,BCC Fuba India Ltd.,INE788D01016,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
9422,BCCFUBA-RE,BCC Fuba India Ltd.,INE788D20016,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7621,BCLENTERPR,BCL Enterprises Limited,INE368E01023,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3475,BCLFRG***,BCL Forgings Ltd,INE528H01017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
325,BCLIND,Bcl Industries Limited,INE412G01024,Unknown,Unknown,EQ,2021-03-04,Unknown,0.0,0.0,0.0,0.0
327,BCPL,BCPL Railway Infrastructure Limited,INE00SW01015,Unknown,Unknown,EQ,2026-03-27,Unknown,0.0,0.0,0.0,0.0
4855,BDH,BDH Industries Ltd.,INE278D01018,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
329,BEARDSELL,Beardsell Limited,INE520H01022,Unknown,Unknown,EQ,2015-01-13,Unknown,0.0,0.0,0.0,0.0
9013,BEARD-RE,BEARDSELL LIMITED,INE520H20014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
6535,BECKONIN,Beckons Industries Ltd.,INE955B01015,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
331,BEDMUTHA,Bedmutha Industries Limited,INE844K01012,Unknown,Unknown,EQ,2010-10-14,Unknown,0.0,0.0,0.0,0.0
4281,BEELE,Bee Electronic Machines Ltd,INE038E01014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
332,BEEKAY,Beekay Steel Industries Limited,INE213D01015,Unknown,Unknown,EQ,2026-04-20,Unknown,0.0,0.0,0.0,0.0
9522,BEEYUPP,Beeyu Overseas Ltd.,IN9052B01019,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
6813,BEEYU,Beeyu Overseas Ltd.,INE052B01011,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8545,BEEZAASAN,Beezaasan Explotech Limited,INE13VU01016,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3834,BEFOUNDMOL,BEFOUND MOVEMENT LIMITED,INE425F01028,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
375,BLEL,Behari Lal Engineering Limited,INE1EEM01017,Unknown,Unknown,EQ,2026-08-19,Unknown,0.0,0.0,0.0,0.0
3557,BELAIND,Belapur Industries Ltd.,INE490D01019,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4067,BELDING,BELDING INDIA LIMITED,INE363L01045,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4234,BELLCERA,Bell Ceramics Ltd,INE403A01026,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
333,BELLACASA,Bella Casa Fashion & Retail Limited,INE344T01014,Unknown,Unknown,EQ,2025-07-18,Unknown,0.0,0.0,0.0,0.0
9238,BELLA-RE,Bella Casa Fashion & Retail Limited,INE344T20014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3003,BELLARYS,Bellary Steel & Alloys Ltd,INE166C01025,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4665,BELLCONT,"Bells Controls Ltd.,",INE025C01015,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
334,BELRISE,Belrise Industries Limited,INE894V01022,Unknown,Unknown,EQ,2025-05-28,Unknown,0.0,0.0,0.0,0.0
4580,BEMHY,Bemco Hydraulics Ltd.,INE142E01022,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
373,BLAL,BEML Land Assets Limited,INE0N7W01012,Unknown,Unknown,EQ,2023-04-19,Unknown,0.0,0.0,0.0,0.0
335,BEML,BEML Limited,INE258A01024,Unknown,Unknown,EQ,2003-11-05,Unknown,0.0,0.0,0.0,0.0
7978,BENARA,Benara Bearings and Pistons Limited,INE495Z01011,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
336,BENARAS,Benares Hotels Limited,INE664D01019,Unknown,Unknown,EQ,2026-08-17,Unknown,0.0,0.0,0.0,0.0
8421,BENCHMARK,Benchmark Computer Solutions Limited,INE0Q2Z01013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
337,BENGALASM,Bengal & Assam Company Limited,INE083K01017,Unknown,Unknown,EQ,2026-04-20,Unknown,0.0,0.0,0.0,0.0
3983,BENGALS,Bengal Steel Industries Ltd.,INE523W01017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
6670,BENGALT,Bengal Tea & fabrics Ltd.,INE665D01016,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3933,BENTCOM,Bentley Commercial Enterprises Ltd.,INE496M01017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4833,BENZOCH,Benzo Petro International Ltd.,INE981M01018,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
339,BERGEPAINT,Berger Paints (I) Limited,INE463A01038,Unknown,Unknown,EQ,1999-11-24,Unknown,0.0,0.0,0.0,0.0
5539,BERVINL,Bervin Investments And Leasing Ltd.,INE348I01018,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4805,BERLDRG,Beryl Drugs Ltd.,INE415H01017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
6317,BERYLSE,Beryl Securities Ltd,INE508J01015,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3004,BECREL,Best & Crompton Engineering Ltd.,INE287A01015,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
340,BESTAGRO,Best Agrolife Limited,INE052T01021,Unknown,Unknown,EQ,2024-04-10,Unknown,0.0,0.0,0.0,0.0
3647,BESTEAST,Best Eastern Hotels Limited,INE553F01035,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4622,BESTE,"Bestavision Electronics Ltd.,",INE423C01012,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
6258,BETKAPA,Beta-Kappa Investments Ltd.,INE367F01014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
341,BETA,Beta Drugs Limited,INE351Y01019,Unknown,Unknown,EQ,2025-11-24,Unknown,0.0,0.0,0.0,0.0
6289,BETALA,Betala Global Securities Ltd.,INE658E01027,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4003,BETXIND,Betex India Ltd.,INE765L01017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
342,BFINVEST,BF Investment Limited,INE878K01010,Unknown,Unknown,EQ,2011-01-14,Unknown,0.0,0.0,0.0,0.0
343,BFUTILITIE,BF Utilities Limited,INE243D01012,Unknown,Unknown,EQ,2007-05-03,Unknown,0.0,0.0,0.0,0.0
7630,BFLAFL,BFL Asset Finvest Limited,INE948Q01018,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3857,BGIL,BGIL Films & Technologies Ltd,INE443D01018,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
344,BGRENERGY,BGR Energy Systems Limited,INE661I01014,Unknown,Unknown,BE,2008-01-03,Unknown,0.0,0.0,0.0,0.0
3006,BHAGGAS,Bhagawati Gas Limited,INE099C01010,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4547,BHAGEENG,Bhageeratha Engg. Ltd,INE869E01012,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
346,BHAGERIA,Bhageria Industries Limited,INE354C01027,Unknown,Unknown,BE,2016-03-02,Unknown,0.0,0.0,0.0,0.0
345,BHAGCHEM,Bhagiradha Chemicals & Industries Limited,INE414D01027,Unknown,Unknown,EQ,2021-10-18,Unknown,0.0,0.0,0.0,0.0
9031,BCIL-RE,Bhagiradha Chemicals and Industries,INE414D20019,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
6247,BHAAF,Bhagwandas Auto Finance Ltd.,INE134D01013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3374,BGWTATO,Bhagwati Autocast Limited,INE106G01014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3703,BHAGWOX,Bhagwati Oxygen Ltd.,INE026I01010,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
347,BHAGYANGR,Bhagyanagar India Limited,INE458B01036,Unknown,Unknown,EQ,2017-05-17,Unknown,0.0,0.0,0.0,0.0
7844,BHAGYAPROP,Bhagyanagar Properties Ltd,INE363W01018,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3866,BHAGYFN,Bhagyashree Leasing & Finance Ltd.,INE655F01012,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3209,BIDL,Bhagyodaya Infrastructure Development Ltd,INE876D01019,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
348,BHANDARI,Bhandari Hosiery Exports Limited,INE474E01029,Unknown,Unknown,EQ,2017-01-30,Unknown,0.0,0.0,0.0,0.0
9416,BHANDA-RE2,Bhandari Hosiery Exports Ltd.,INE474E20037,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
9199,BHANDA-RE1,Bhandari Hosiery Exports Ltd.,INE474E20029,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
9132,BHANDA-RE,Bhandari Hosiery Exports Ltd.,INE474E20011,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7269,BHANDERI,Bhanderi Infracon Limited,INE336Q01016,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7084,BCHL,Bhanot Construction & Housing Limited,INE484K01017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
338,BEPL,Bhansali Engineering Polymers Limited,INE922A01025,Unknown,Unknown,EQ,2005-03-21,Unknown,0.0,0.0,0.0,0.0
6483,BHARATAGRI,Bharat Agri Fert and Realty Ltd,INE842D01029,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3819,BHARAT,BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LIMITED,INE900A01013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
9321,BHARAT-RE,BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LIMITED,INE900A20013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
320,BBL,Bharat Bijlee Limited,INE464A01036,Unknown,Unknown,EQ,2006-11-21,Unknown,0.0,0.0,0.0,0.0
349,BHARATCOAL,Bharat Coking Coal Limited,INE05XR01022,Unknown,Unknown,EQ,2026-01-19,Unknown,0.0,0.0,0.0,0.0
4017,BHRATCOM,Bharat Commerce & Industries Ltd.,INE032C01011,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
328,BDL,Bharat Dynamics Limited,INE171Z01026,Unknown,Unknown,EQ,2018-03-23,Unknown,0.0,0.0,0.0,0.0
10,BEL,Bharat Electronics Limited,INE263A01024,Unknown,Unknown,EQ,2000-07-19,Unknown,0.0,0.0,0.0,0.0
7009,BHARATFIN,Bharat Financial Inclusion Limited,INE180K01011,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
350,BHARATFORG,Bharat Forge Limited,INE465A01025,Unknown,Unknown,EQ,2003-04-04,Unknown,0.0,0.0,0.0,0.0
351,BHARATGEAR,Bharat Gears Limited,INE561C01019,Unknown,Unknown,BE,1996-04-03,Unknown,0.0,0.0,0.0,0.0
9003,BGEAR-RE,Bharat Gears Ltd.,INE561C20019,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4526,BGDL,BHARAT GLOBAL DEVELOPERS LIMITED,INE893C01032,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
357,BHEL,Bharat Heavy Electricals Limited,INE257A01026,Unknown,Unknown,EQ,2003-11-11,Unknown,0.0,0.0,0.0,0.0
3670,BHAHODM,"Bharat Hotels Ltd.,",INE466A01015,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4817,BIBCL,Bharat Immunologicals & Biologicals,INE994B01014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
403,BPLPHARMA,Bharat Parenterals Limited,INE365Y01019,Unknown,Unknown,EQ,2026-08-17,Unknown,0.0,0.0,0.0,0.0
401,BPCL,Bharat Petroleum Corporation Limited,INE029A01011,Unknown,Unknown,EQ,1995-09-13,Unknown,0.0,0.0,0.0,0.0
352,BHARATRAS,Bharat Rasayan Limited,INE838B01021,Unknown,Unknown,EQ,1995-10-11,Unknown,0.0,0.0,0.0,0.0
3005,BHARATRA,"Bharat Rasayan Ltd.,",INE838B01013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
409,BRNL,Bharat Road Network Limited,INE727S01012,Unknown,Unknown,EQ,2017-09-18,Unknown,0.0,0.0,0.0,0.0
353,BHARATSE,Bharat Seats Limited,INE415D01024,Unknown,Unknown,EQ,2025-03-24,Unknown,0.0,0.0,0.0,0.0
4835,BHASIDM,Bharat Starch Industries Ltd.,INE030D01013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
5388,BHATEXT,Bharat Textiles & Proofing Industri,INE201N01019,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
354,BHARATWIRE,Bharat Wire Ropes Limited,INE316L01019,Unknown,Unknown,EQ,2016-04-01,Unknown,0.0,0.0,0.0,0.0
6803,BHARATIDIL,Bharati Defence and Infrastructure Ltd,INE673G01013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7049,BGLOBAL,Bharatiya Global Infomedia Limited,INE224M01013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8628,BHARATROHAN,BHARATROHAN AIRBORNE INNOVATIONS LIMITED,INE0QMV01017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
9562,AIRTELPP,Bharti Airtel  Ltd.,IN9397D01014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8996,AIRTEL-RE,Bharti Airtel  Ltd.,INE397D20024,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
355,BHARTIARTL,Bharti Airtel Limited,INE397D01024,Unknown,Unknown,EQ,2002-02-15,Unknown,0.0,0.0,0.0,0.0
356,BHARTIHEXA,Bharti Hexacom Limited,INE343G01021,Unknown,Unknown,EQ,2024-04-12,Unknown,0.0,0.0,0.0,0.0
361,BIL,Bhartiya International Limited,INE828A01016,Unknown,Unknown,EQ,2000-04-12,Unknown,0.0,0.0,0.0,0.0
4786,BHASKAGR,Bhaskar Agrochemicals Ltd.,INE972C01018,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8276,BCCL,Bhatia Colour Chem Limited,INE0KQ001017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7953,BHATIA,Bhatia Communications & Retail (India) Limited,INE341Z01025,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
8637,BHAVIK,BHAVIK ENTERPRISES LIMITED,INE18PB01017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4359,BHEEMACEM,Bheema Cements Limited,INE333H01020,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4182,BHILSPIN,Bhilwara Spinners Ltd,INE436C01014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
416,BTTL,Bhilwara Technical Textiles Limited,INE274K01012,Unknown,Unknown,BE,2026-04-20,Unknown,0.0,0.0,0.0,0.0
4698,BHORIND,Bhor Industries Ltd.,INE160C01010,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3470,BHRKALM,Bhoruka Aluminium Ltd.,INE866G01013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3400,BHRKSTSER,Bhoruka Steel & Services Ltd.,INE152I01014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4948,BHUDEVI,BHUDEVI INFRA PROJECTS LIMITED,INE432N01010,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3722,BHURUKA,Bhuruka Gases Ltd.,INE880D01029,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4831,BHUTI,Bhuvan Tripura Industries ltd.,INE604B01027,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4070,BHUWALST,Bhuwalka Steel Industries Ltd.,INE069C01013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
359,BIGBLOC,Bigbloc Construction Limited,INE412U01025,Unknown,Unknown,EQ,2016-09-02,Unknown,0.0,0.0,0.0,0.0
3010,BIHSPONG,Bihar Sponge Iron Ltd,INE819C01011,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3966,BIJLTEX,Bijlee Textiles Ltd.,INE368F01012,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
360,BIKAJI,Bikaji Foods International Limited,INE00E101023,Unknown,Unknown,EQ,2022-11-16,Unknown,0.0,0.0,0.0,0.0
7031,BILENERGY,Bil Energy Systems Limited,INE607L01029,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
362,BILVYAPAR,BIL VYAPAR LIMITED,INE071A01013,Unknown,Unknown,BE,2006-09-27,Unknown,0.0,0.0,0.0,0.0
358,BI,Bilcare Limited,INE986A01012,Unknown,Unknown,BE,2026-04-20,Unknown,0.0,0.0,0.0,0.0
876,GROWW,Billionbrains Garage Ventures Limited,INE0HOQ01053,Unknown,Unknown,EQ,2025-11-12,Unknown,0.0,0.0,0.0,0.0
8204,BILLWIN,Billwin Industries Limited,INE0CRS01012,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
9183,BILLWIN-RE,Billwin Industries Limited,INE0CRS20012,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
6322,BILPOWER,Bilpower Ltd.,INE952D01018,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
363,BIMETAL,Bimetal Bearings Limited,INE469A01019,Unknown,Unknown,EQ,2026-04-20,Unknown,0.0,0.0,0.0,0.0
6892,BINANICEM,Binani Cement Ltd.,INE042H01019,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4587,ZBINTXPP,Binayak Tex Processors  Ltd.,INE626H01019,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7731,BINDALEXPO,Bindal Exports Limited,INE564V01013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4167,BINNY,Binny Ltd.,INE118K01011,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7111,BINNYMILLS,Binny Mills Limited,INE160L01011,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
364,BIOCON,Biocon Limited,INE376G01013,Unknown,Unknown,EQ,2004-04-07,Unknown,0.0,0.0,0.0,0.0
365,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,INE829A01014,Unknown,Unknown,EQ,1996-06-12,Unknown,0.0,0.0,0.0,0.0
6422,BIOGEN,BIOGEN PHARMACHEM INDUSTRIES LIMITED,INE703D01023,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
6713,BIOPAC,Biopac India Corporation Ltd,INE998A01017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
6202,BIOWIN,Biowin Pharma (India) Ltd.,INE244D01010,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7223,BCPAL,Birdhi Chand Pannalal Agencies Limited,INE795P01023,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
366,BIRLACABLE,Birla Cable Limited,INE800A01015,Unknown,Unknown,BE,1995-12-06,Unknown,0.0,0.0,0.0,0.0
3968,BIRLACAP,Birla Capital & Financial Services Ltd.,INE776E01027,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3815,BIRCFDM,Birla Century Finance Ltd.,INE164C01012,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
367,BIRLACORPN,Birla Corporation Limited,INE340A01012,Unknown,Unknown,EQ,1995-04-12,Unknown,0.0,0.0,0.0,0.0
6958,BIRLACOT,Birla Cotsyn (India) Limited,INE655I01032,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3013,BGFL,Birla Global Finance Ltd.,INE097A01018,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3422,BIRLMCTOL,Birla Machining & Toolings Limited,INE989B01014,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
7047,BIRLAPAC,Birla Pacific Medspa Limited,INE341L01017,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
4265,BIRLAPOWER,Birla Power Solutions Ltd.,INE224B01024,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
370,BIRLAPREC,Birla Precision Technologies Limited,INE372E01025,Unknown,Unknown,EQ,2026-04-20,Unknown,0.0,0.0,0.0,0.0
3839,BIRSHLEDU,Birla Shloka Edutech Limited,INE814E01018,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
3313,BIRLATR,Birla Transasia Carpets Ltd.,INE646O01013,Unknown,Unknown,EQ,,Unknown,0.0,0.0,0.0,0.0
